name	year	inf
http://dbpedia.org/resource/Karel_Kos%C3%ADk	1926	0
http://dbpedia.org/resource/Stanley_Cavell	1926	8
http://dbpedia.org/resource/David_Stove	1927	0
http://dbpedia.org/resource/Burton_Dreben	1927	1
http://dbpedia.org/resource/Dieter_Henrich	1927	2
http://dbpedia.org/resource/Leszek_Ko%C5%82akowski	1927	2
http://dbpedia.org/resource/Noam_Chomsky	1928	4
http://dbpedia.org/resource/Nicholas_Rescher	1928	2
http://dbpedia.org/resource/William_Stringfellow	1928	0
http://dbpedia.org/resource/Jürgen_Habermas	1929	0
http://dbpedia.org/resource/Jean_Baudrillard	1929	0
http://dbpedia.org/resource/Hubert_Dreyfus	1929	2
http://dbpedia.org/resource/Bernard_Williams	1929	1
http://dbpedia.org/resource/Alasdair_MacIntyre	1929	0
http://dbpedia.org/resource/%C3%81gnes_Heller	1929	0
http://dbpedia.org/resource/Judith_Jarvis_Thomson	1929	0
http://dbpedia.org/resource/Ágnes_Heller	1929	0
http://dbpedia.org/resource/J%C3%BCrgen_Habermas	1929	0
http://dbpedia.org/resource/Félix_Guattari	1930	3
http://dbpedia.org/resource/Ignacio_Ellacuría	1930	0
http://dbpedia.org/resource/Joseph_A._Bracken	1930	0
http://dbpedia.org/resource/Allan_Bloom	1930	1
http://dbpedia.org/resource/Ignacio_Ellacur%C3%ADa	1930	0
http://dbpedia.org/resource/Jacques_Derrida	1930	2
http://dbpedia.org/resource/Frithjof_Bergmann	1930	2
http://dbpedia.org/resource/Wolfgang_Smith	1930	1
http://dbpedia.org/resource/Robert_Gilpin	1930	0
http://dbpedia.org/resource/Luce_Irigaray	1930	2
http://dbpedia.org/resource/Pierre_Bourdieu	1930	0
http://dbpedia.org/resource/F%C3%A9lix_Guattari	1930	4
http://dbpedia.org/resource/Michel_Serres	1930	0
http://dbpedia.org/resource/Guy_Debord	1931	0
http://dbpedia.org/resource/Gonzalo_Arango	1931	0
http://dbpedia.org/resource/Anthony_Kenny	1931	0
http://dbpedia.org/resource/Ronald_Dworkin	1931	1
http://dbpedia.org/resource/Richard_Rorty	1931	3
http://dbpedia.org/resource/William_L._Rowe	1931	0
http://dbpedia.org/resource/Charles_Taylor_(philosopher)	1931	2
http://dbpedia.org/resource/Nicholas_Wolterstorff	1932	1
http://dbpedia.org/resource/Michael_Martin_(philosopher)	1932	0
http://dbpedia.org/resource/Hedley_Bull	1932	0
http://dbpedia.org/resource/John_Searle	1932	0
http://dbpedia.org/resource/Norman_Geisler	1932	0
http://dbpedia.org/resource/Robert_Anton_Wilson	1932	0
http://dbpedia.org/resource/Richard_J._Bernstein	1932	2
http://dbpedia.org/resource/Alvin_Plantinga	1932	3
http://dbpedia.org/resource/Hossein_Nasr	1933	0
http://dbpedia.org/resource/Ted_Honderich	1933	0
http://dbpedia.org/resource/Reza_Davari_Ardakani	1933	1
http://dbpedia.org/resource/Antonio_Negri	1933	1
http://dbpedia.org/resource/Ruth_Millikan	1933	0
http://dbpedia.org/resource/Don_Ihde	1934	0
http://dbpedia.org/resource/Jaegwon_Kim	1934	0
http://dbpedia.org/resource/Bernard_Gert	1934	0
http://dbpedia.org/resource/Evandro_Agazzi	1934	1
http://dbpedia.org/resource/Dewi_Zephaniah_Phillips	1934	0
http://dbpedia.org/resource/Gy%C3%B6rgy_M%C3%A1rkus	1934	1
http://dbpedia.org/resource/Fredric_Jameson	1934	2
http://dbpedia.org/resource/Richard_Swinburne	1934	3
http://dbpedia.org/resource/György_Márkus	1934	1
http://dbpedia.org/resource/Edward_Said	1935	3
http://dbpedia.org/resource/Khalid_Masud	1935	0
http://dbpedia.org/resource/Estanislao_Zuleta	1935	0
http://dbpedia.org/resource/Ernesto_Laclau	1935	2
http://dbpedia.org/resource/Michael_Walzer	1935	1
http://dbpedia.org/resource/Dallas_Willard	1935	0
http://dbpedia.org/resource/Jerry_Fodor	1935	0
http://dbpedia.org/resource/Peter_Achinstein	1935	1
http://dbpedia.org/resource/Gianni_Vattimo	1936	2
http://dbpedia.org/resource/Ian_Hacking	1936	0
http://dbpedia.org/resource/Nicos_Poulantzas	1936	1
http://dbpedia.org/resource/Arthur_Fine	1937	1
http://dbpedia.org/resource/André_Glucksmann	1937	0
http://dbpedia.org/resource/Alain_Badiou	1937	5
http://dbpedia.org/resource/Andr%C3%A9_Glucksmann	1937	0
http://dbpedia.org/resource/Fran%C3%A7ois_Laruelle	1937	1
http://dbpedia.org/resource/François_Laruelle	1937	1
http://dbpedia.org/resource/H%C3%A9l%C3%A8ne_Cixous	1937	1
http://dbpedia.org/resource/Dominique_Janicaud	1937	0
http://dbpedia.org/resource/Hélène_Cixous	1937	1
http://dbpedia.org/resource/Robert_Nozick	1938	0
http://dbpedia.org/resource/Ivan_Soll	1938	0
http://dbpedia.org/resource/Keith_Ward	1938	0
http://dbpedia.org/resource/Peter_Hacker	1939	0
http://dbpedia.org/resource/David_Ray_Griffin	1939	0
http://dbpedia.org/resource/Kendall_Walton	1939	1
http://dbpedia.org/resource/Joseph_Raz	1939	1
http://dbpedia.org/resource/William_Leiss	1939	0
http://dbpedia.org/resource/Michael_J._Shapiro	1940	0
http://dbpedia.org/resource/Jacques_Rancière	1940	3
http://dbpedia.org/resource/Takis_Fotopoulos	1940	0
http://dbpedia.org/resource/Saul_Kripke	1940	0
http://dbpedia.org/resource/Jacques_Ranci%C3%A8re	1940	3
http://dbpedia.org/resource/John_D._Caputo	1940	2
http://dbpedia.org/resource/David_Lewis_(philosopher)	1941	1
http://dbpedia.org/resource/Jos%C3%A9_Guilherme_Merquior	1941	0
http://dbpedia.org/resource/Bas_van_Fraassen	1941	1
http://dbpedia.org/resource/Joxe_Azurmendi	1941	0
http://dbpedia.org/resource/José_Guilherme_Merquior	1941	0
http://dbpedia.org/resource/Julia_Kristeva	1941	0
http://dbpedia.org/resource/Gerald_Cohen	1941	2
http://dbpedia.org/resource/John_McDowell	1942	0
http://dbpedia.org/resource/Derek_Parfit	1942	0
http://dbpedia.org/resource/Tom_Rockmore	1942	0
http://dbpedia.org/resource/Duncan_Kennedy_(legal_philosopher)	1942	2
http://dbpedia.org/resource/Ned_Block	1942	0
http://dbpedia.org/resource/Étienne_Balibar	1942	1
http://dbpedia.org/resource/Paul_Churchland	1942	0
http://dbpedia.org/resource/%C3%89tienne_Balibar	1942	1
http://dbpedia.org/resource/Robert_C._Solomon	1942	0
http://dbpedia.org/resource/Crispin_Wright	1942	0
http://dbpedia.org/resource/Giorgio_Agamben	1942	1
http://dbpedia.org/resource/Peter_van_Inwagen	1942	0
http://dbpedia.org/resource/Gayatri_Chakravorty_Spivak	1942	0
http://dbpedia.org/resource/Daniel_Dennett	1942	0
http://dbpedia.org/resource/Chris_Harman	1942	1
http://dbpedia.org/resource/Muhammad_al-Tijani	1943	0
http://dbpedia.org/resource/Martha_Albertson_Fineman	1943	1
http://dbpedia.org/resource/Costanzo_Preve	1943	0
http://dbpedia.org/resource/Terry_Eagleton	1943	0
http://dbpedia.org/resource/John_Zerzan	1943	0
http://dbpedia.org/resource/Panagiotis_Kondylis	1943	0
http://dbpedia.org/resource/Rosalind_Hursthouse	1943	0
http://dbpedia.org/resource/Douglas_Kellner	1943	0
http://dbpedia.org/resource/Alain_de_Benoist	1943	0
http://dbpedia.org/resource/Helen_Longino	1944	0
http://dbpedia.org/resource/Simon_Blackburn	1944	0
http://dbpedia.org/resource/Nancy_Cartwright_(philosopher)	1944	0
http://dbpedia.org/resource/R._A._W._Rhodes	1944	0
http://dbpedia.org/resource/Roger_Scruton	1944	0
http://dbpedia.org/resource/Susan_Haack	1945	1
http://dbpedia.org/resource/Philip_Pettit	1945	0
http://dbpedia.org/resource/Manfred_Frank	1945	0
http://dbpedia.org/resource/Jonathan_Dancy	1946	1
http://dbpedia.org/resource/Alexander_Nehamas	1946	0
http://dbpedia.org/resource/Peter_Singer	1946	0
http://dbpedia.org/resource/Predrag_Finci	1946	8
http://dbpedia.org/resource/Louis_Michael_Seidman	1947	0
http://dbpedia.org/resource/Peter_Sloterdijk	1947	0
http://dbpedia.org/resource/Nancy_Fraser	1947	0
http://dbpedia.org/resource/Olavo_de_Carvalho	1947	0
http://dbpedia.org/resource/John_Mearsheimer	1947	0
http://dbpedia.org/resource/Gillian_Rose	1947	2
http://dbpedia.org/resource/Martha_Nussbaum	1947	0
http://dbpedia.org/resource/J._P._Moreland	1948	0
http://dbpedia.org/resource/Carlo_Penco	1948	0
http://dbpedia.org/resource/Hans_Köchler	1948	0
http://dbpedia.org/resource/Hans_Joas	1948	0
http://dbpedia.org/resource/Graham_Priest	1948	0
http://dbpedia.org/resource/Hans_K%C3%B6chler	1948	0
http://dbpedia.org/resource/Robert_B._Pippin	1948	2
http://dbpedia.org/resource/Ljubodrag_Simonovi%C4%87	1949	0
http://dbpedia.org/resource/Christopher_Hitchens	1949	0
http://dbpedia.org/resource/Slavoj_Žižek	1949	0
http://dbpedia.org/resource/Slavoj_%C5%BDi%C5%BEek	1949	0
http://dbpedia.org/resource/Arda_Denkel	1949	0
http://dbpedia.org/resource/William_Lane_Craig	1949	2
http://dbpedia.org/resource/Axel_Honneth	1949	1
http://dbpedia.org/resource/Alex_Callinicos	1950	0
http://dbpedia.org/resource/Michele_Marsonet	1950	0
http://dbpedia.org/resource/Richard_Tarnas	1950	0
http://dbpedia.org/resource/Robert_Brandom	1950	0
http://dbpedia.org/resource/Brian_Davies_(philosopher)	1951	0
http://dbpedia.org/resource/Javed_Ahmad_Ghamidi	1951	0
http://dbpedia.org/resource/Bob_Black	1951	0
http://dbpedia.org/resource/Kevin_Mulligan	1951	0
http://dbpedia.org/resource/Hamid_Dabashi	1951	0
http://dbpedia.org/resource/Avital_Ronell	1952	0
http://dbpedia.org/resource/Bernard_Stiegler	1952	0
http://dbpedia.org/resource/Francis_Fukuyama	1952	0
http://dbpedia.org/resource/Manuel_DeLanda	1952	0
http://dbpedia.org/resource/Christine_Korsgaard	1952	1
http://dbpedia.org/resource/Catherine_Keller_(theologian)	1953	0
http://dbpedia.org/resource/Michael_J._Sandel	1953	1
http://dbpedia.org/resource/Cornel_West	1953	0
http://dbpedia.org/resource/Jeremy_Waldron	1953	0
http://dbpedia.org/resource/Norbert_Bolz	1953	0
http://dbpedia.org/resource/Rosi_Braidotti	1954	0
http://dbpedia.org/resource/Anthony_Weston	1954	0
http://dbpedia.org/resource/Wendy_Brown_(political_scientist)	1955	0
http://dbpedia.org/resource/Stephen_Walt	1955	0
http://dbpedia.org/resource/Gary_Peller	1955	0
http://dbpedia.org/resource/Brian_Massumi	1956	0
http://dbpedia.org/resource/Judith_Butler	1956	0
http://dbpedia.org/resource/Hent_de_Vries	1958	0
http://dbpedia.org/resource/Catherine_Malabou	1959	0
http://dbpedia.org/resource/Jes%C3%BAs_Padilla_G%C3%A1lvez	1959	8
http://dbpedia.org/resource/Jonathan_Wolff_(philosopher)	1959	0
http://dbpedia.org/resource/Michel_Onfray	1959	0
http://dbpedia.org/resource/Simon_Critchley	1960	0
http://dbpedia.org/resource/Vittorio_H%C3%B6sle	1960	0
http://dbpedia.org/resource/Vittorio_Hösle	1960	0
http://dbpedia.org/resource/Michael_Hardt	1960	0
http://dbpedia.org/resource/Sandra_Laugier	1961	0
http://dbpedia.org/resource/Nick_Land	1962	1
http://dbpedia.org/resource/Stephen_Mulhall	1962	0
http://dbpedia.org/resource/Aleksandr_Dugin	1962	0
http://dbpedia.org/resource/Will_Kymlicka	1962	0
http://dbpedia.org/resource/Tariq_Ramadan	1962	0
http://dbpedia.org/resource/Paul_Copan	1962	0
http://dbpedia.org/resource/Mark_Bevir	1963	1
http://dbpedia.org/resource/Bijan_Abdolkarimi	1963	0
http://dbpedia.org/resource/Richard_David_Precht	1964	0
http://dbpedia.org/resource/John_Gardner_(legal_philosopher)	1964	0
http://dbpedia.org/resource/Luciano_Floridi	1964	0
http://dbpedia.org/resource/Bryan_Reynolds	1965	0
http://dbpedia.org/resource/Ray_Brassier	1965	0
http://dbpedia.org/resource/Mario_Kopi%C4%87	1965	0
http://dbpedia.org/resource/Nader_El-Bizri	1966	0
http://dbpedia.org/resource/David_Chalmers	1966	1
http://dbpedia.org/resource/Alice_Crary	1967	0
http://dbpedia.org/resource/Quentin_Meillassoux	1967	1
http://dbpedia.org/resource/Dan_Zahavi	1967	0
http://dbpedia.org/resource/Graham_Harman	1968	1
http://dbpedia.org/resource/Timothy_Morton	1968	0
http://dbpedia.org/resource/Michael_Huemer	1969	0
http://dbpedia.org/resource/Gualtiero_Piccinini	1970	0
http://dbpedia.org/resource/Austin_Dacey	1972	0
http://dbpedia.org/resource/Chris_Bateman	1972	0
http://dbpedia.org/resource/Alexander_Pruss	1973	0
http://dbpedia.org/resource/Peter_Rollins	1973	0
http://dbpedia.org/resource/Constantine_Sandis	1976	0
